,step,river_dirtiness,orchard_fruits,agent_1_action,agent_2_action,agent_1_reward,agent_2_reward
51,51,9,0,move south,pick fruit,1,8
52,52,9,0,move north,pick fruit,1,8
53,53,9,0,pick fruit,move south,1,8
54,54,9,0,pick fruit,move north,1,8
55,55,9,0,pick fruit,pick fruit,1,8
56,56,9,0,move south,pick fruit,1,8
57,57,9,0,move north,pick fruit,1,8
58,58,9,0,pick fruit,pick fruit,1,8
59,59,9,0,pick fruit,pick fruit,1,8
60,60,9,0,move south,move south,1,8
61,61,9,0,move north,move south,1,8
62,62,9,0,move south,move north,1,8
63,63,9,0,move north,move north,1,8
64,64,9,0,pick fruit,pick fruit,1,8
65,65,9,0,pick fruit,pick fruit,1,8
66,66,9,0,move south,pick fruit,1,8
67,67,9,0,move north,move south,1,8
68,68,9,0,pick fruit,move north,1,8
69,69,9,0,move south,pick fruit,1,8
70,70,9,0,move north,pick fruit,1,8
71,71,9,0,pick fruit,pick fruit,1,8
72,72,9,0,move south,pick fruit,1,8
73,73,9,0,move north,move south,1,8
74,74,9,0,pick fruit,move south,1,8
75,75,9,0,move south,move north,1,8
76,76,9,0,move south,move north,1,8
77,77,9,0,move south,pick fruit,1,8
78,78,9,0,move south,pick fruit,1,8
79,79,9,0,move north,move south,1,8
80,80,9,0,move south,move north,1,8
81,81,9,0,move south,pick fruit,1,8
82,82,9,0,move north,pick fruit,1,8
83,83,9,0,move north,pick fruit,1,8
84,84,9,0,move north,pick fruit,1,8
85,85,9,0,move south,pick fruit,1,8
86,86,9,0,move north,pick fruit,1,8
87,87,9,0,move south,pick fruit,1,8
88,88,9,0,move north,pick fruit,1,8
89,89,9,0,move south,pick fruit,1,8
90,90,9,0,move north,pick fruit,1,8
91,91,9,0,move north,pick fruit,1,8
92,92,9,0,move north,pick fruit,1,8
93,93,9,0,move south,pick fruit,1,8
94,94,9,0,move south,pick fruit,1,8
95,95,9,0,move north,pick fruit,1,8
96,96,9,0,move north,pick fruit,1,8
97,97,9,0,move south,pick fruit,1,8
98,98,9,0,move north,pick fruit,1,8
99,99,9,0,pick fruit,pick fruit,1,8
100,100,9,0,pick fruit,pick fruit,1,8
101,101,9,0,pick fruit,pick fruit,1,8
102,102,9,0,move south,pick fruit,1,8
103,103,9,0,move north,pick fruit,1,8
104,104,9,0,pick fruit,pick fruit,1,8
105,105,9,0,move south,pick fruit,1,8
106,106,9,0,move north,pick fruit,1,8
107,107,9,0,pick fruit,pick fruit,1,8
108,108,9,0,pick fruit,pick fruit,1,8
109,109,9,0,move south,pick fruit,1,8
110,110,9,0,move south,pick fruit,1,8
111,111,9,0,move north,pick fruit,1,8
112,112,9,0,move south,pick fruit,1,8
113,113,9,0,move south,pick fruit,1,8
114,114,9,0,move north,pick fruit,1,8
115,115,9,0,move north,pick fruit,1,8
116,116,9,0,move north,pick fruit,1,8
117,117,9,0,pick fruit,pick fruit,1,8
118,118,9,0,pick fruit,pick fruit,1,8
119,119,9,0,pick fruit,pick fruit,1,8
120,120,9,0,move south,pick fruit,1,8
121,121,9,0,move north,pick fruit,1,8
122,122,9,0,move south,pick fruit,1,8
123,123,9,0,move south,pick fruit,1,8
124,124,9,0,move south,pick fruit,1,8
125,125,9,0,move north,pick fruit,1,8
126,126,9,0,move south,pick fruit,1,8
127,127,9,0,move north,pick fruit,1,8
128,128,9,0,move south,pick fruit,1,8
129,129,9,0,move north,pick fruit,1,8
130,130,9,0,move south,pick fruit,1,8
131,131,9,0,move north,pick fruit,1,8
132,132,9,0,move south,pick fruit,1,8
133,133,9,0,move south,move south,1,8
134,134,9,0,move north,move north,1,8
135,135,9,0,move south,pick fruit,1,8
136,136,9,0,move north,pick fruit,1,8
137,137,9,0,move north,pick fruit,1,8
138,138,9,0,move north,pick fruit,1,8
139,139,9,0,move north,pick fruit,1,8
140,140,9,0,pick fruit,pick fruit,1,8
141,141,9,0,pick fruit,pick fruit,1,8
142,142,9,0,pick fruit,pick fruit,1,8
143,143,9,0,move south,pick fruit,1,8
144,144,9,0,move south,pick fruit,1,8
145,145,9,0,move south,pick fruit,1,8
146,146,9,0,move south,pick fruit,1,8
147,147,9,0,move south,pick fruit,1,8
148,148,9,0,move south,pick fruit,1,8
149,149,9,0,move south,pick fruit,1,8
150,150,9,1,clean river,pick fruit,1,8
151,151,9,0,clean river,pick fruit,1,9
152,152,8,0,clean river,pick fruit,1,9
153,153,7,0,clean river,move south,1,9
154,154,6,0,clean river,move north,1,9
155,155,7,1,move north,pick fruit,1,9
156,156,7,0,move north,pick fruit,1,10
157,157,7,0,move south,pick fruit,1,10
158,158,7,1,move south,move east,1,10
159,159,7,0,move north,pick fruit,1,11
160,160,7,1,move south,pick fruit,1,11
161,161,6,2,clean river,move south,1,11
162,162,6,2,move north,move north,1,11
163,163,6,2,move north,pick fruit,1,12
164,164,6,1,move north,pick fruit,1,13
165,165,6,0,move north,pick fruit,1,14
166,166,6,0,move north,pick fruit,1,14
167,167,6,0,move north,pick fruit,1,14
168,168,6,0,move north,move south,1,14
169,169,7,1,move south,move north,1,14
170,170,7,0,move south,pick fruit,1,15
171,171,7,1,move south,pick fruit,1,15
172,172,8,1,move south,pick fruit,1,16
173,173,8,0,move north,pick fruit,1,17
174,174,8,1,move south,pick fruit,1,17
175,175,8,0,move south,pick fruit,1,18
176,176,8,0,move south,pick fruit,1,18
177,177,8,0,move south,move south,1,18
178,178,8,0,clean river,move north,1,18
179,179,8,1,clean river,pick fruit,1,18
180,180,7,0,clean river,pick fruit,1,19
181,181,6,1,clean river,pick fruit,1,19
182,182,6,0,move north,pick fruit,1,20
183,183,7,1,move north,pick fruit,1,20
184,184,7,0,move south,pick fruit,1,21
185,185,7,0,move south,pick fruit,1,21
186,186,6,0,clean river,pick fruit,1,21
187,187,6,0,move north,pick fruit,1,21
188,188,7,0,move south,pick fruit,1,21
189,189,6,1,clean river,pick fruit,1,21
190,190,7,0,move north,pick fruit,1,22
191,191,8,0,move north,pick fruit,1,22
192,192,8,1,move south,pick fruit,1,22
193,193,8,0,move north,pick fruit,1,23
194,194,9,0,move north,pick fruit,1,23
195,195,9,0,move north,pick fruit,1,23
196,196,9,0,move north,pick fruit,1,23
197,197,9,0,move south,pick fruit,1,23
198,198,9,0,move north,pick fruit,1,23
199,199,9,0,move north,pick fruit,1,23
